ctry,station_name,stid
CI,LOS ANGELES CHILI,857040nan
CI,VICTORIA,857250nan
CI,TRAIGUEN,857270nan
CI,ISLA MOCHA,857320nan
CI,ISLA MOCHA,857321nan
CI,TENUCO,857420nan
CI,MAQUEHUE,857430nan
CI,ARAUCANIA,857440nan
CI,PUERTO DOMINQUEZ,857490nan
CI,PUCON,857571nan
CI,LONCOCHE,857580nan
CI,PICHOY,857660nan
CI,CAUCAU,857670nan
CI,OSORNO,857820nan
CI,MOCOPULLI ARPT,857825nan
CI,EL TEPUAL INTL,857990nan
CI,PUERTO MONTT,858000nan
CI,PUERTO MONTT/LA CH,858010nan
CI,BOGUS CHILEAN,858120nan
CI,ANCUD/PUPELDE,858180nan
CI,ANCUD/PUPELDE     &,858190nan
CI,SEGUNDO CORRAL ALTO,858200nan
CI,SEGUNDO CORRAL ALTO,858203nan
CI,CASTRO/GAMBOA,858250nan
CI,CHAITEN,858300nan
CI,QUELLON,858310nan
CI,FUTALEUFU,858320nan
CI,GUARDIAMARINA ZANARTU,858325nan
CI,QUELLON,858326nan
CI,DE LA INDEPENDENCIA,858327nan
CI,ISLA HUAFO,858340nan
CI,ALTO PALENA,858360nan
CI,RIO CISNES,858450nan
CI,AYSEN,858610nan
CI,PUERTO AYSAN,858620nan
CI,TENIENTE VIDAL,858640nan
CI,BALMACEDA,858740nan
CI,CHILE CHICO,858860nan
CI,FARO RAPER,858890nan
CI,COCHRANE,858920nan
CI,ISLOTES EVANGELISTAS,858960nan
CI,PUERTO EDEN,859070nan
CI,CERRO GUIDO,859150nan
CI,TENIENTE JULIO GALLARDO,859210nan
CI,EL LOA,859211nan
CI,VINA DEL MAR,859212nan
CI,ISLOTES EVANGELISTAS,859300nan
CI,PUNTA DUNGENESS,859310nan
CI,PUNTA DUNGENESS,859311nan
CI,CARLOS IBANEZ DEL CAMPO INTL,859340nan
CI,DESTACAMENTO,859350nan
CI,PUNTA ARENAS,859351nan
CI,PORVENIR/CAPT FUE,859360nan
CI,CAPITAN FUENTES MARTINEZ,859363nan
CI,BOGUS CHILEAN,859370nan
CI,PUNTA ARENAS EAST,859410nan
CI,PUERTO WILLIAMS,859670nan
CI,PUERTO WILLIAMS,859680nan
CI,CALETA PERON,859690nan
CI,CALETA PERON,859691nan
CI,ISLA HORNOS,859700nan
CI,ISLA DIEGO RAMIREZ,859720nan
CI,FREI CHI-BASE,859840nan
CI,PRAT CHI-BASE,859860nan
AY,GABRIEL DE CASTILLA,859871nan
CI,BERNARDO O`HIGGINS,859880nan
AY,VIDELA,859950nan
PA,MAYOR LAGERENZA,860040nan
PA,ADRIAN JARA,860110nan
PA,NUEVA ASUNCION,860170nan
PA,BAHIA NEGRA,860330nan
PA,CARLOS MIGUEL GIMENEZ,860335nan
PA,DR AUGUSTO ROBERTO FUSTER INTL,860336nan
PA,SILVIO PETTIROSSI INTL,860337nan
PA,LA PATRIA,860380nan
PA,PELAYO PRAT GILL,860650nan
PA,DR LUIS MARIA ARGANA INTL,860680nan
PA,FILADELFIA,860700nan
PA,PUERTO CASADO,860860nan
BR,PUERTO PINASCO,860880nan
PA,PEDRO JUAN CABALLERO,860970nan
PA,FORTINGRAL DIAZ,861070nan
PA,POZO COLORADO,861250nan
PA,POZO COLORADO,861280nan
PA,TENIENTE COL CARMELO PERALTA,861340nan
PA,PASO BARRETO,861350nan
PA,GRAL. BRUGUEZ,861700nan
PA,PUERTO ANTEQUERA,861840nan
PA,SAN PEDRO,861850nan
PA,SAN ESTANISLAO,861920nan
PA,IGATIMI,862000nan
PA,SALTOS DEL GUAIRA,862100nan
PA,ASUNCION CIUDAD,862170nan
PA,SILVIO PETTIROSSI INTL,862180nan
PA,AEROPUERTO GUARANY,862182nan
PA,GUARANI INTL,862183nan
PA,CAACUPE,862200nan
PA,PARAGUARI,862210nan
PA,CARAPEGUA,862230nan
AR,PONTE DA FRONTEIRA,862280nan
PA,VILLARRICA,862330nan
PA,CORONEL OVIEDO,862340nan
PA,QUIINDY,862400nan
PA,AEROPUERTO INT. GUARANI,862460nan
PA,VIVERO FORESTAL,862470nan
PA,CIUDAD DEL ESTE,862480nan
PA,QUYQUYHAT,862510nan
PA,PILAR,862550nan
PA,SAN JUAN BAUTISTA,862600nan
PA,CAAZAPA,862680nan
PA,PASTOREO ITAPUA,862750nan
PA,CAPITAN MEZA,862850nan
PA,ITA-CORA,862880nan
PA,CAPT MIRANDA,862940nan
PA,YASI-RETA,862960nan
PA,ENCARNACION,862970nan
UY,BELLA UNION,863150nan
UY,ARTIGAS INTL,863300nan
UY,PRESIDENTE GENERAL DON OSCAR D GESTIDO,863500nan
UY,NUEVA HESPERIDES INTL,863600nan
UY,TACUAREMBO,863700nan
UY,PAYSANDU,864250nan
UY,TYDEO LARRE BORGES INTL,864300nan
UY,CERRO LARGO,864400nan
UY,YOUNG,864500nan
UY,PASO DE LOS TOROS,864600nan
UY,CAPT CURBELO,864805nan
UY,MERCEDES/RICARDO DE,864900nan
UY,TREINTA Y TRES,865000nan
UY,SANTA BERNARDINA INTL,865300nan
UY,FLORIDA,865450nan
UY,SAN JOSE,865500nan
UY,MINAS,865550nan
UY,LAGUNA DE LOS PATOS INTL,865600nan
UY,ROCHA,865650nan
UY,ANGEL S ADAMI,865750nan
UY,CARRASCO INTL,865800nan
UY,CAPT CURBELO,865820nan
UY,CAPITAN CORBETA C A CURBELO INTL,865823nan
UY,PRADO,865850nan
UY,LAGUNA DEL SAUCE,865860nan
UY,PUNTA DEL ESTE,865950nan
UY,EL JAGUEL INTL,865955nan
BR,CONFRESA,866060nan
BR,PALMAS,866070nan
BR,BURITIRAMA,866090nan
BR,DELFINO,866100nan
BR,SENHOR DO BONFIM,866110nan
BR,QUEIMADAS,866120nan
BR,EUCLIDES DA CUNHA,866130nan
BR,POCO VERDE,866140nan
BR,CARIRA,866150nan
BR,ARACAJU,866160nan
BR,BREJO GRANDE,866180nan
BR,CORURIPE,866190nan
BR,EPITACIOLANDIA,866200nan
BR,CACOAL,866220nan
BR,JUINA,866240nan
BR,JUARA,866250nan
BR,SINOP,866260nan
BR,SAO FELIX DO ARAGUAIA,866280nan
BR,FORMOSO DO ARAGUAIA,866290nan
BR,GURUPI,866300nan
BR,DIANOPOLIS,866320nan
BR,SANTA RITA DE CASSIA,866330nan
BR,BARRA,866340nan
BR,IRECE,866350nan
BR,JACOBINA,866360nan
BR,SERRINHA,866370nan
BR,ITABAIANINHA,866380nan
BR,CONDE,866390nan
BR,VILHENA,866420nan
BR,NOVO MUNDO,866430nan
BR,SORRISO,866450nan
BR,QUERENCIA,866470nan
BR,PEIXE,866490nan
BR,PARANA,866500nan
BR,LUIS EDUARDO MAGALHAES,866510nan
BR,BARREIRAS,866520nan
BR,IBOTIRAMA,866530nan
BR,LENCOIS,866540nan
BR,MACAJUBA,866550nan
BR,ITABERABA,866560nan
BR,CRUZ DAS ALMAS,866570nan
BR,FEIRA DE SANTANA,866580nan
BR,COMODORO,866610nan
BR,CAMPO NOVO DOS PARECIS,866620nan
BR,NOVA MARINGA,866630nan
BR,SAO JOSE DO RIO CLARO,866640nan
BR,NOVA UBIRATA,866650nan
BR,GAUCHA DO NORTE,866660nan
BR,MONTE ALEGRE DE GOIAS,866700nan
BR,CORRENTINA,866710nan
BR,BOM JESUS DA LAPA,866720nan
BR,PIATA,866730nan
BR,ITIRUCU,866740nan
BR,AMARGOSA,866750nan
BR,MARAU,866770nan
BR,SALVADOR,866780nan
BR,TANGARA DA SERRA,866820nan
BR,PARANATINGA,866840nan
BR,SANTO ANTONIO DO LESTE,866850nan
BR,AGUA BOA,866860nan
BR,ITAPACI,866890nan
BR,NIQUELANDIA,866900nan
BR,ALTO PARAISO DE GOIAS,866910nan
BR,POSSE,866920nan
BR,MONTALVANIA,866930nan
BR,GUANAMBI,866940nan
BR,ESPINOSA,866950nan
BR,BRUMADO,866960nan
BR,VITORIA DA CONQUISTA,866970nan
BR,IPIAU,866980nan
BR,ILHEUS,866990nan
BR,VILA BELA DA S TRINDADE,867010nan
BR,PONTES E LACERDA,867020nan
BR,SALTO DO CEU,867030nan
BR,PORTO ESTRELA,867040nan
BR,CUIABA,867050nan
BR,CAMPO VERDE,867070nan
BR,ARAGARCAS,867090nan
BR,GOIAS,867120nan
BR,CALDAS NOVAS AIRPORT,867125nan
BR,GOIANESIA,867130nan
BR,FACULDADE DA TERRA,867140nan
BR,BRASILIA,867150nan
BR,AGUAS EMENDADAS,867160nan
BR,BURITIS,867180nan
BR,CHAPADA GAUCHA,867190nan
BR,MOCAMBINHO,867200nan
BR,RIO PARDO DE MINAS,867210nan
BR,AGUAS VERMELHAS,867220nan
BR,ITAPETINGA,867230nan
BR,RONDONOPOLIS,867280nan
BR,GUIRATINGA,867290nan
BR,CAIPONIA,867300nan
BR,PARAUNA,867320nan
BR,GOIANIA,867340nan
BR,SILVANIA,867350nan
BR,LUZIANIA,867360nan
BR,CRISTALINA,867370nan
BR,UNAI,867380nan
BR,SAO ROMAO,867390nan
BR,MONTES CLAROS,867400nan
BR,SALINAS,867410nan
BR,ITAOBIM,867420nan
BR,ALMENARA,867430nan
BR,BELMONTE,867440nan
BR,PORTO SEGURO,867450nan
BR,ITIQUIRA,867480nan
BR,ALTO TAQUARI,867500nan
BR,MINEIROS,867510nan
BR,JATAI,867520nan
BR,RIO VERDE,867530nan
BR,MORRINHOS,867550nan
BR,PIRES DO RIO,867560nan
BR,GUARDA-MOR,867570nan
BR,JOAO PINHEIRO,867580nan
BR,PIRAPORA,867590nan
BR,CAPELINHA,867610nan
BR,TEOFILO OTONI,867620nan
BR,SERRA DOS AIMORES,867630nan
BR,CARAVELAS,867640nan
BR,ABROLHOS,867650nan
BR,CORUMBA,867670nan
BR,NHUMIRIM,867680nan
BR,CHAPADAO DO SUL,867720nan
BR,SAO SIMAO,867730nan
BR,ITUMBIARA,867740nan
BR,ITUIUTABA,867750nan
BR,UBERLANDIA,867760nan
BR,CATALAO,867770nan
BR,PATROCINIO,867780nan
BR,TRES MARIAS,867790nan
BR,CURVELO,867800nan
BR,DIAMANTINA,867810nan
BR,GUANHAES,867820nan
BR,GOVERNADOR VALADARES,867830nan
BR,MANTENA,867840nan
BR,NOVA VENECIA,867850nan
BR,SAO MATEUS,867860nan
BR,SAO GABRIEL DO OESTE,867890nan
BR,CASSILANDIA,867910nan
BR,PARANAIBA,867920nan
BR,CAPINA VERDE,867930nan
BR,CONCEICAO DAS ALAGOAS,867940nan
BR,SACRAMENTO,867950nan
BR,ARAXA,867960nan
BR,FLORESTAL,867980nan
BR,BELO HORIZONTE - PAMPULHA,868000nan
BR,TIMOTEO,868010nan
BR,CARATINGA,868020nan
BR,AIMORES,868030nan
BR,SANTA TEREZA,868040nan
BR,LINHARES,868050nan
BR,MIRANDA,868070nan
BR,AQUIDAUANA,868080nan
BR,SIDROLANDIA,868090nan
BR,CAMPO GRANDE,868100nan
BR,AGUA CLARA,868120nan
BR,TRES LAGOAS,868130nan
BR,JALES,868140nan
BR,VOTUPORANGA,868150nan
BR,BARRETOS,868160nan
BR,ITUVERAVA,868170nan
BR,FRANCA,868180nan
BR,PASSOS,868190nan
BR,FORMIGA,868200nan
BR,IBIRITE (ROLA MOCA),868210nan
BR,OURO BRANCO,868230nan
BR,VICOSA,868240nan
BR,MANHUACU,868250nan
BR,ALEGRE,868280nan
BR,ALFREDO CHAVES,868290nan
BR,VITORIA,868300nan
BR,PORTO MURTINHO,868330nan
BR,MARACAJU,868340nan
BR,RIO BRILHANTE,868360nan
BR,VALPARAISO,868380nan
BR,JOSE BONIFACIO,868390nan
BR,LINS,868400nan
BR,ARIRANHA,868410nan
BR,PRADOPOLIS,868420nan
BR,IBITINGA,868430nan
BR,CASA BRANCA,868440nan
BR,SAO CARLOS,868450nan
BR,CALDAS,868460nan
BR,VARGINHA,868480nan
BR,SAO JOAO DEL-REI,868490nan
BR,BARBACENA,868500nan
BR,JUIZ DE FORA,868510nan
BR,MURIAE,868520nan
BR,PRESIDENTE KENNEDY,868530nan
BR,CAMBUCI,868540nan
BR,CAMPOS,868550nan
BR,PONTA PORA,868570nan
BR,DOURADOS,868580nan
BR,JUTI,868590nan
BR,IVINHEMA,868600nan
BR,DIAMANTE DO NORTE,868610nan
BR,PARANAPOEMA,868620nan
BR,PRESIDENTE PRUDENTE,868630nan
BR,RANCHARIA,868640nan
BR,BAURU,868650nan
BR,OURINHOS,868660nan
BR,BARRA BONITA,868670nan
BR,PIRACICABA,868680nan
BR,ITAPIRA,868690nan
BR,MONTE VERDE,868700nan
BR,MARIA DA FE,868710nan
BR,CAMPOS DO JORDAO,868720nan
BR,PASSA QUATRO,868730nan
BR,RESENDE,868740nan
BR,PICO DO COUTO,868760nan
BR,XEREM,868770nan
BR,SEROPEDICA-ECOLOGIA AGRICOLA,868780nan
BR,RIO DE JANEIRO-VILA MILITAR,868790nan
BR,RIO DE JANEIRO-FORTE DE COPACABANA,868870nan
BR,TERESOPOLIS,868880nan
BR,NOVA FRIBURGO,868890nan
BR,SAO TOME,868900nan
BR,ALBACORA P25 OIL PLATFORM,868905nan
BR,MACAE,868910nan
BR,ARRAIAL DO CABO,868920nan
BR,AMAMBAI,868940nan
BR,SETE QUEDAS,868950nan
BR,ITAQUIRAI,868960nan
BR,ICARAIMA,868970nan
BR,CIDADE GAUCHA,868980nan
BR,MARINGA,868990nan
BR,NOVA FATIMA,869010nan
BR,IBAITI,869020nan
BR,JOAQUIM TAVORA,869030nan
BR,AVARE,869040nan
BR,ITAPEVA,869050nan
BR,SAO MIGUEL ARCANJO,869060nan
BR,SOROCABA,869070nan
BR,SAO PAULO-MIRANTE DE SANTANA,869100nan
BR,TAUBATE,869110nan
BR,SAO LUIS DO PARAITINGA,869120nan
BR,PARATI,869130nan
BR,RIO DE JANEIRO-MARAMBAIA,869140nan
BR,MARECHAL CANDIDO RONDON,869160nan
BR,GOIOERE,869170nan
BR,NOVA TEBAS,869190nan
BR,CASTRO,869210nan
BR,BARRA DO TURVO,869220nan
BR,IGUAPE,869230nan
BR,FOZ DO IGUACU,869250nan
BR,PLANALTO,869260nan
BR,DOIS VIZINHOS,869270nan
BR,INACIO MARTINS,869290nan
BR,IVAI,869300nan
BR,CURITIBA,869330nan
BR,MORRETES,869340nan
BR,ILHA DO MEL,869350nan
BR,DIONISIO CERQUEIRA,869360nan
BR,SAO MIGUEL DO OESTE,869370nan
BR,NOVO HORIZONTE,869380nan
BR,CLEVELANDIA,869390nan
BR,XANXERE,869400nan
BR,GEN CARNEIRO,869410nan
BR,MAJOR VIEIRA,869420nan
BR,CACADOR,869430nan
BR,RIO DO CAMPO,869440nan
BR,RIO NEGRINHO,869450nan
BR,INDAIAL,869460nan
BR,ITAPOA,869470nan
BR,ITAJAI,869480nan
BR,SANTA ROSA,869500nan
BR,FREDERICO WESTPHALEN,869510nan
BR,SANTO AUGUSTO,869520nan
BR,PALMEIRA DAS MISSOES,869530nan
BR,ERECHIM,869540nan
BR,JOACABA,869550nan
BR,CURITIBANOS,869560nan
BR,ITUPORANGA,869570nan
BR,FLORIANOPOLIS-SAO JOSE,869580nan
BR,SAO BORJA,869600nan
BR,SAO LUIZ GONZAGA,869610nan
BR,CRUZ ALTA,869620nan
BR,PASSO FUNDO,869630nan
BR,SOLEDADE,869640nan
BR,LAGOA VERMELHA,869650nan
BR,VACARIA,869660nan
BR,SAO JOSE DOS AUSENTES,869670nan
BR,URUBICI,869680nan
BR,SAO JOAQUIM,869690nan
BR,URUSSANGA,869700nan
BR,ARARANGUA,869710nan
BR,SANTA MARTA,869720nan
BR,URUGUAIANA,869730nan
BR,ALEGRETE,869750nan
BR,SANTIAGO,869760nan
BR,SANTA MARIA,869770nan
BR,RIO PARDO,869780nan
BR,BENTO GONCALVES,869790nan
BR,CANELA,869800nan
BR,TORRES,869810nan
BR,QUARAI,869820nan
BR,SANTANA DO LIVRAMENTO,869830nan
BR,SAO GABRIEL,869840nan
BR,DOM PEDRITO,869850nan
BR,CACAPAVA DO SUL,869860nan
BR,PORTO ALEGRE,869880nan
BR,CAMAQUA,869890nan
BR,TRAMANDAI,869900nan
BR,BAGE,869920nan
BR,CANGUCU,869930nan
BR,MOSTARDAS,869940nan
BR,RIO GRANDE,869950nan
BR,JAGUARAO,869960nan
BR,CHUI,869980nan
AR,LA QUIACA,870070nan
AR,ORAN,870160nan
AR,TABACALO,870210nan
AR,GENERAL ENRIQUE MOSCONI TARTAGAL,870220nan
AR,RECONQUISTA,870221nan
AR,LA CASUALIDAD,870320nan
AR,JUJUY,870460nan
AR,SALTA,870470nan
AR,VAQUEROS SOUTH,870475nan
AR,ROSARIO DE LA FRO &,870520nan
AR,RIVADAVIA,870650nan
AR,ALFEREZ ARMANDO RODRIGUEZ,870780nan
AR,CATARATAS DEL IGUAZU,870970nan
AR,TUCUMAN OBSERVATORY,871160nan
AR,TUCUMAN/TENIENTE BE,871200nan
AR,TENIENTE BENJAMIN MATIENZO,871210nan
AR,RIO HONDO/LAS TERMA,871270nan
AR,TERMAS DE RIO HONDO ARPT,871271nan
AR,SANTIAGO DEL ESTERO,871290nan
AR,VILLA ANGELA,871460nan
AR,PRESIDENCIA ROQUE SAENZ PENA AERO,871480nan
AR,PRESIDENCIA ROQUE SAENZ PENA,871490nan
AR,RESISTENCIA,871550nan
AR,RESISTENCIA EAST,871570nan
PA,FORMOSA NORTH,871610nan
AR,FORMOSA,871620nan
AR,BERNARDO DE IRIGOYE,871630nan
AR,CORRIENTES,871660nan
AR,GENERAL PAZ,871710nan
AR,ITUZAINGO,871730nan
AR,POSADAS,871780nan
AR,OBERA,871870nan
AR,ANDALGALA,871960nan
AR,FRIAS,872000nan
AR,TINOGASTA,872110nan
AR,CHILECITO AERO,872130nan
AR,CHILECITO,872140nan
AR,CHILECITO,872141nan
AR,LA RIOJA,872170nan
AR,CATAMARCA(OLD SITE),872200nan
AR,CATAMARCA,872220nan
AR,VILLA MARIA DEL RIO,872440nan
AR,CERES,872570nan
AR,RECONQUISTA AERO,872700nan
AR,GOYA AIRPORT,872730nan
AR,GOYA AIRPORT,872731nan
AR,GOYA              &,872733nan
AR,VILLA MERCEDES/AAFB,872810nan
AR,MERCEDES (RCE),872814nan
AR,CURUZU CUATIA,872860nan
AR,PASO DE LOS LIBRES,872890nan
AR,JACHAL,873050nan
AR,SAN JUAN,873110nan
AR,SAN JUAN SOUTH,873120nan
AR,CHAMICAL AERO,873200nan
AR,CHAMICAL,873205nan
AR,CHEPES,873220nan
AR,VILLA DOLORES,873280nan
AR,VALLE DEL CONLARA,873290nan
AR,LA CUMBRE,873360nan
AR,AMBROSIO L V TARAVELLA,873440nan
AR,CORDOBA OBSERVATORIO,873450nan
AR,ESCUELA DE AVIACION MILITAR,873470nan
AR,PILAR OBSERVATORIO,873490nan
AR,RAFAELA INTA,873590nan
AR,SAUCE VIEJO,873710nan
AR,GENERAL URQUIZA,873740nan
AR,VILLAGUAY,873850nan
AR,SAUCE,873870nan
AR,MONTE CASEROS,873930nan
AR,COMODORO PIERRESTEGUI,873950nan
AR,CRISTO REDENTOR,874000nan
AR,PUENTE DAL INCA,874020nan
AR,USPALLATA,874050nan
AR,SAN CARLOS,874120nan
AR,SAN MARTIN,874160nan
AR,EL PLUMERILLO,874180nan
AR,MENDOZA OBSERVATORIO,874200nan
AR,LA PAZ,874270nan
AR,SAN LUIS,874360nan
AR,SANTA ROSA DE CONLARA,874440nan
AR,VILLA REYNOLDS,874480nan
AR,EMBALSE RIO TERCERO,874500nan
AR,RIO CUARTO AREA DE MATERIAL,874530nan
AR,MARCOS JUAREZ,874670nan
AR,VENADO TUERTO AERO,874680nan
AR,EL TREBOL,874700nan
AR,VICTORIA,874780nan
AR,ROSARIO,874800nan
AR,GUALEGUAYCHU,874970nan
AR,MAZARUCA,874980nan
AR,BOGUS ARGENTINEAN,875000nan
AR,VALLE HERMOSA,875020nan
AR,MALARGUE,875060nan
AR,SAN RAFAEL,875090nan
AR,COLONIA ALVEAR,875120nan
AR,GENERAL PICO,875320nan
AR,LABOULAYE,875340nan
AR,COMODORO P ZANNI,875440nan
AR,JUNIN,875480nan
AR,NUEVE DE JULIO,875500nan
AR,SAN FERNANDO,875530nan
AR,LAS FLORES,875630nan
AR,DON TORCUATO,875680nan
AR,SAN MIGUEL,875690nan
AR,EL PALOMAR,875710nan
AR,MARIANO MORENO(AAFB),875720nan
AR,MORON(AAFB),875740nan
AR,MINISTRO PISTARINI,875760nan
AR,ISLA MARTIN GARCIA,875800nan
AR,AEROPARQUE JORGE NEWBERY,875820nan
AR,BUENOS AIRES (OBS),875850nan
AR,PONTON INTERSECTION,875890nan
AR,LA PLATA,875930nan
AR,PUNTA INDIO B.A.,875960nan
AR,FARO PONTON RECALAD,875980nan
AR,VICTORICA,876160nan
AR,GENERAL ACHA,876190nan
AR,SANTA ROSA,876230nan
AR,CORONEL SUAREZ AERO,876370nan
AR,BOLIVAR,876390nan
AR,BOLIVAR AERO,876400nan
AR,AZUL AERO,876410nan
AR,AZUL AIRPORT,876420nan
AR,OLAVARRIA AERO,876430nan
AR,TANDIL,876450nan
AR,LOPEZ/JUAREZ,876460nan
AR,DOLORES AIRPORT,876480nan
AR,BENITO JUAREZ,876490nan
AR,SANTA TERESITA AERO,876580nan
AR,VILLA GESELL,876630nan
AR,PUELCHES,876730nan
AR,PIGUE AIRPORT,876790nan
AR,TRES ARROYOS,876880nan
AR,MAR DEL PLATA,876920nan
AR,MAR DEL PLATA ANB,876960nan
AR,PRESIDENTE PERON,877150nan
AR,RIO COLORADO,877360nan
AR,FARO EL RINCON,877430nan
AR,COMANDANTE ESPORA,877480nan
AR,COMANDANTE ESPORA,877500nan
AR,NECOCHEA AIRPORT,877580nan
AR,ZAPALA,877590nan
AR,AVIADOR C CAMPOS,877610nan
AR,CATEDRAL 2000,877630nan
AR,SAN CARLOS DE BARILOCHE,877650nan
AR,PIEDRA DEL AGUILA,877680nan
AR,PIEDRA DEL AGUILA,877681nan
AR,MAQUINCHAO,877740nan
AR,EL BOLSON,877744nan
AR,NAME AND LOC UNKN,877750nan
AR,SAN ANTONIO OESTE AERO,877840nan
AR,EL TEHUELCHE,877895nan
AR,GOBERNADOR CASTELLO,877910nan
AR,EL BOLSON,878000nan
AR,ESQUEL,878030nan
AR,EL MAITEN,878034nan
AR,JOSE DE SAN MARTIN,878070nan
AR,JOSE SN MARTIN(JSM),878074nan
AR,PASO DE INDIOS,878140nan
AR,P.MADRYN AERO,878230nan
AR,GOLFO NUEVO (ARG-NA,878250nan
AR,ALMIRANTE ZAR,878280nan
AR,PERITO MORENO ARPT,878520nan
AR,EL DORADO (ELD),878523nan
AR,RIO MAYO (RMY),878524nan
AR,ALTO RIO SENGUERR,878525nan
AR,SARMIENTO LAGO MUSTER ARPT,878526nan
AR,PERITO MORENO (PTM),878527nan
AR,COMODORO RIVADAVIA,878600nan
AR,NAME AND LOC UNKN,878690nan
AR,CAMARONES,878710nan
AR,GOBERNADOR GREGORES,878800nan
FK,STANLEY-IN-MALVINAS,878900nan
AR,PUERTO DESEADO,878960nan
AR,LAGO ARGENTINO ARPT,879030nan
AR,EL CALAFATE,879035nan
AR,EL CALAFATE AERO,879040nan
AR,SAN JULIAN,879090nan
AR,SANTA CRUZ,879120nan
AR,EL TURBIO AIRPORT,879170nan
AR,EL TURBIO / AIRPORT,879174nan
AR,RIO GALLEGOS,879250nan
AR,RIO GALLEGOS/ARG-NA,879260nan
AR,FARO CABO VIRGENES,879280nan
AR,BOGUS ARGENTINEAN,879290nan
AR,RIO GRANDE,879340nan
AR,TOLHUIN,879360nan
AR,USHUAIA MALVINAS ARGENTINAS,879380nan
AR,BOGUS ARGENTINEAN,879460nan
AR,PUERTO PARRY,879490nan
FK,MOUNT BYRON,888700nan
UK,PEBBLE ISLAND,888780nan
FK,WEST POINT ISLAND,888800nan
FK,MOUNT KENT,888810nan
FK,WEDDELL ISLAND,888820nan
FK,WEDDELL ISLAND,888830nan
FK,FOX BAY,888840nan
FK,PEBBLE I FLAKLAND IS,888860nan
FK,DARWIN,888880nan
FK,MOUNT PLEASANT,888890nan
FK,STANLEY,888900nan
FK,STANLEY,888910nan
FK,STANLEY,888920nan
FK,MOUNT ALICE,888940nan
UK,SEA LION ISLAND,888970nan
SX,BIRD ISLAND,889000nan
SX,GRYTVIKEN/FLAT BLUF,889020nan
SX,GRYTVIKEN,889030nan
UK,SIGNY ISLAND,889250nan
AY,ADMIRALTY BAY,889340nan
AY,HOPE BAY ANTARCTICA,889400nan
AY,CAPE CRYSTAL,889420nan
UK,CORBETA URUGUAY DN,889460nan
AY,PORT LOCKROY,889490nan
UK,ARGENTINE ISLAND,889520nan
AY,ADELAIDE ISLANDS EST,889560nan
UK,ADELAIDE ISLAND,889580nan
AY,ADELAIDE ISLANDS SE,889590nan
UK,STONINGTON BRI-BASE,889610nan
UK,FOSSIL BLUFF,889620nan
AY,BASE ESPERANZA,889630nan
AY,MELCHIOR S OFKNEY IS ARG N BASE,889650nan
AR,BELGRANO 1 ARG-BASE,889670nan
AR,BASE ORCADAS,889680nan
AR,MATIENZO ARG-BASE,889700nan
AR,BROWN ARG-BASE,889710nan
AR,DECEPTION ISLAND,889740nan
UK,ZAVODOVSKI IS.,889810nan
UK,SOUTH THULE IS.,889860nan
AY,SANAE SAF-BASE,890010nan
AY,NEUMAYER,890020nan
AY,HALVFARRYGGEN (EP11),890030nan
AY,S.A.N.A.E. AWS,890040nan
AY,AMUNDSEN-SCOTT,89009090001.0
AY,AMUNDSEN-SCOTT,890090nan
AY,BALDRICK AWS,890130nan
AY,NORDENSKIOLD BASE,890140nan
AY,WASA EPS,890160nan
AY,ZVEA EP6,890180nan
AY,BRUNT AWS,890200nan
AY,HALLEY,890220nan
AY,NAVY OPERATED(AMOS),890240nan
AY,PRINCESS ELISABETH,890270nan
AY,BASE BELGRANO II,890340nan
AY,SIGNY ISLAND,890420nan
AY,N.CENTRAL ANTARCTICA,890430nan
AY,DRUZHNAYA,890440nan
AY,BELGRANO 3 ARG-BASE,890450nan
AY,AGO-2,890490nan
AY,BELLINGSHAUSEN AWS,890500nan
AY,PETREL ARG-BASE,890510nan
AY,ARCTOWSKI,890520nan
AY,BASE CARLINI,890530nan
AY,DINAMET-URUGUAY,890540nan
AY,BASE MARAMBIO (CENTRO MET. ANTARTICO),890550nan
AY,CENTRO MET. ANTARTICO PDTE. EDUARDO FREI,890560nan
AY,BASE ARTURO PRAT,890570nan
AY,GREAT WALL,890580nan
AY,BASE BERNARDO O'HIGGINS,890590nan
AY,PRIMAVERA ARG-BASE,890600nan
AY,PALMER STATION,89061089061.0
AY,PALMER STATION,890610nan
AY,ROTHERA,890620nan
AY,VERNADSKY,890630nan
AY,JUAN CARLOS I AWS,890640nan
AY,FOSSIL BLUFF,890650nan
AY,BASE SAN MARTIN,890660nan
AY,PATRIOT HILLS AWS,890810nan
AY,SIPLE STATION,89083057801.0
AY,THIEL MTNS AWS,890870nan
AY,HENRY,891080nan
AY,BYRD USA BASE,89125068201.0
AY,RUSSKAJA,891320nan
AY,BROCKTON,891750nan
AY,UNIV. WI ID 8987 (CLEAN AIR),892080nan
AY,DRESCHER,892140nan
AY,KING GEORGE ISLAND,892500nan
AY,KING SEJONG,892510nan
AY,COMANDANTE FERRAZ,892520nan
AY,JOINVILLE ISLAND,892530nan
AY,UNIV. WI ID 8925 (LIMBERT AWS),892570nan
AY,FILCHNER,892580nan
AY,FICHNER-RONNE SCHELFICE,892590nan
AY,UNIV. WI ID 8947 (RACER ROCK),892610nan
AY,UNIV. WI ID 8926 (LARSEN ICE SHELF),892620nan
AY,UNIV. WI ID 8920 (URANUS),892640nan
AY,UNIV. WI ID 8902 (BUTLER ISLAND),892660nan
