ctry,station_name,stid
IN,KOLAR GOLD FIELDS,432990nan
IN,DHARMAPURI,433010nan
IN,TIRUPPATTUR,433020nan
IN,BANGALORE,433025nan
IN,VELLORE,433030nan
IN,MAHABALIPURAM,433080nan
IN,MAYA BANDAR,433090nan
IN,LONG ISLAND,433100nan
IN,M.O. AMINI,433110nan
IN,AGATTI,433120nan
IN,KOZHIKODE,433140nan
IN,CANNUR,433150nan
IN,NILAMBUR,433160nan
IN,UDHAGAMANDALAM,433170nan
IN,COONOOR,433180nan
IN,COIMBATORE,433190nan
IN,M.O. KARIPUR AIRPORT,433200nan
IN,COIMBATORE,433210nan
IN,CHAMARAJNAGAR,433220nan
IN,ARIYALUR,433240nan
IN,SALEM,433250nan
IN,KALLAKKURICHCHI,433260nan
IN,KARAIKUDI,433270nan
IN,PONDICHERRY,433280nan
IN,CUDDALORE,433290nan
IN,THANJAVUR,433300nan
IN,M.O. PONDICHERRY,433310nan
IN,PORT BLAIR,433330nan
IN,ANDROTH,433340nan
IN,PALAKKAD,433350nan
IN,COCHIN INT. AIRPORT NEDUMBASSERY,433360nan
IN,KAVARATTI HELIPORT,433370nan
IN,KODAIKANAL,433390nan
IN,YERCAUD,433400nan
IN,VALPARAI,433410nan
IN,K. PARAMATHY,433420nan
IN,TIRUCHIRAPALLI TOWN,433430nan
IN,TIRUCHIRAPPALLI,433440nan
IN,KUDIMIAMALAI,433450nan
IN,KARAIKAL,433460nan
IN,NAGAPPATTINAM,433470nan
IN,ATIRAMAPATTINAM,433480nan
IN,VEDARANNIYAM,433490nan
IN,FORT COCHIN,433510nan
IN,ALAPUZHA,433520nan
IN,COCHIN,433530nan
IN,PUNALUR,433540nan
IN,KOTTAYAM,433550nan
IN,PERIAKULAM,433560nan
IN,THRISSUR,433570nan
IN,KOVILANGULAM,433580nan
IN,MADURAI,433590nan
IN,MADURAI,433600nan
IN,TONDI,433610nan
IN,PAMBAN,433630nan
IN,HUT BAY,433640nan
IN,CAR NICOBAR,433670nan
IN,CAR NICOBAR(IN-AFB),433680nan
IN,MINICOY,433690nan
IN,THIRUVANANTHAPURAM,433710nan
IN,THIRUVANANTHAPURAM INTL,433720nan
IN,TRIVANDRUM MET.OBS./THUMBA,433730nan
IN,KOVALAM,433740nan
IN,PALAYANKOTTAI,433760nan
IN,KANNIYAKUMARI,433770nan
IN,TUTICORIN NEW PORT,433790nan
IN,NANCOWRY,433820nan
IN,KONDUL,433850nan
IN,MALE ISLAND,433950nan
BT,PARO,433990nan
CE,KANKASANTURAI,434000nan
CE,JAFFNA,434040nan
CE,MULLAITTIVU,434100nan
CE,MANNAR,434130nan
CE,VAVUNIYA,434150nan
CE,CHINA BAY,434180nan
CE,ANURADHAPURA,434210nan
CE,MAHA ILLUPPALLAMA,434220nan
CE,PUTTALAM,434240nan
CE,BATTICALOA,434360nan
CE,KURUNEGALA,434410nan
CE,KANDY,434440nan
CE,BANDARANAIKE INTL COLOMBO,434500nan
CE,COLOMBO,434660nan
CE,COLOMBO RATMALANA,434670nan
CE,NUWARA ELIYA,434730nan
CE,POTTUVIL,434750nan
CE,DIYATALAWA,434760nan
CE,BOGUS SRI LANKAN,434780nan
CE,BADULLA,434790nan
CE,RATNAPURA,434860nan
CE,GALLE,434950nan
CE,HAMBANTOTA,434970nan
MV,HANIMAADHOO,435330nan
MV,BOGUS MALDIVIAN,435400nan
IN,SONAMARG          &,435410nan
IN,DRAS,435420nan
MV,MALE INTL,435550nan
MV,KADHDHOO,435770nan
MV,KAADEDHDHOO,435880nan
MV,GAN ISLAND,435990nan
MG,RINCHINLHUMBE,442030nan
MG,TUERHTU EAST,442031nan
MG,HATGAL,442070nan
MG,BOGUS MONGOLIAN,442080nan
MG,NOGOONNUUR,442100nan
MG,ULAANGOM,442120nan
MG,BARUUNTURUUN,442130nan
MG,KHYARGAS SOUTHWEST,442131nan
MG,ULGI,442140nan
MG,OMNO-GOBI,442150nan
MG,HUNHATAOORTOO,442160nan
MG,TOLBO,442170nan
MG,HOVD,442180nan
MG,URGAMAL,442190nan
MG,GANDAN HURYEE,442210nan
MG,TSETSEN UUL,442240nan
MG,TOSONTSENGEL,442250nan
MG,TOSONTSENGEL,442251nan
MG,TARIAT,442290nan
MG,TARIALAN,442300nan
MG,TESHIG SOUTHWEST,442301nan
MG,MUREN,442310nan
MG,HUTAG,442320nan
MG,NAME AND LOC UNKN,442360nan
MG,ERDENEMANDAL,442370nan
MG,ONDOR-ULAAN NW,442371nan
MG,BOGUS MONGOLIAN,442380nan
MG,BULGAN,442390nan
MG,BATA SUMBER,442400nan
MG,BARUUNHARAA,442410nan
MG,HADATYN,442420nan
MG,ULYGAIIN DUGANG,442430nan
MG,DZUUNHARAA,442450nan
MG,TATAAL,442540nan
MG,DASHBALBAR,442560nan
MG,BINDER,442570nan
MG,KHOLONBUIR NE,442580nan
MG,CHOIBALSAN,442590nan
MG,BULGAN,442640nan
MG,BAITAG,442650nan
MG,TONHIL,442660nan
MG,ULIASTAI,442720nan
MG,BULENII HURYEE WEST,442730nan
MG,BAYANBULAG,442750nan
MG,ALTAI,442770nan
MG,DELGER,442780nan
MG,TSETSERLEG,442820nan
MG,GALUUT,442840nan
MG,HUJIRT,442850nan
MG,BAT OLDZIY BUND,442860nan
MG,BAYANHONGOR,442870nan
MG,ARVAIHEER,442880nan
MG,LUNG,442900nan
MG,SONGIIN,442910nan
MG,CHINGGIS KHAAN INTL,442920nan
MG,HERELENGIIN DEN NE,442930nan
MG,MAANTI,442940nan
MG,DELGERTSGOT,442970nan
MG,CHOIR,442980nan
MG,BOGUS MONGOLIAN,443010nan
MG,BAYAN-OVOO,443020nan
MG,UNDERKHAAN,443040nan
MG,BARUUN-URT,443050nan
MG,KHALKH-GOL,443130nan
MG,HUSHUU SUME SOUTH,443132nan
MG,MATAD,443140nan
MG,ERDENETSAGAAN,443170nan
MG,ERDENI,443250nan
MG,AMARBUYANTAYN,443290nan
MG,SAIKHAN-OVOO,443360nan
MG,BOGD,443380nan
MG,MANDALGOBI,443410nan
MG,TSOGT-OVOO,443470nan
MG,BAYAN DOBO SUMA,443480nan
MG,BAYANDELGER,443520nan
MG,SAINSHAND,443540nan
MG,ZAMYN-UUD,443580nan
MG,DALANZADGAD,443730nan
MG,SHINE USA,443740nan
MG,HOVSOGOL,443830nan
MG,HANBOGD,443850nan
MG,UNKNOWN MONGOLIA,443860nan
MG,BOGUS MONGOLIAN,443920nan
NP,DADELDHURA,444040nan
NP,DIPAYAL,444060nan
NP,DHANGADHI (ATARIYA),444090nan
NP,SURKHET,444160nan
NP,NEPALGUNJ AIRPORT,444180nan
NP,JUMLA,444240nan
NP,DANG,444290nan
NP,POKHARA,444340nan
NP,BHAIRAHAWA,444380nan
NP,SIMARA,444490nan
NP,TRIBHUVAN INTL,444540nan
NP,JIRI,444600nan
NP,SYANGBOCHE,444610nan
NP,OKHALDHUNGA,444620nan
NP,TAPLEJUNG,444740nan
NP,DHANKUTA,444770nan
NP,BIRATNAGAR,444780nan
CH,CHEUNG CHAU,450010nan
CH,TAI-O,450030nan
CH,KOWLOON,450040nan
CH,HONG KONG OBSERVATORY,450050nan
CH,GREEN ISLAND,450060nan
HK,HONG KONG INTL,450070nan
CH,TAI MO SHAN,450090nan
CH,TATE'S CAIRN,450100nan
MC,MACAU INTL,450110nan
MC,MACAO/FORTALEZA DO MONTE,450200nan
CH,TA KWU LING,450320nan
CH,KAT O,450330nan
CH,TAI MEI TUK,450340nan
CH,LAU FAU SHAN,450350nan
CH,SHA TIN,450390nan
CH,TSEUNG KAWN O,450410nan
CH,CHEUNG CHAU,450440nan
CH,WAGLAN ISLAND,450450nan
CH,HSIA-TA-CHEN SHAN CHINA SEA,465890nan
TW,CHIANG KAI SHEK INTL,466860nan
TW,MATSU,466880nan
TW,BEIGAN,466888nan
TW,NANGAN,466890nan
TW,TANSHUI,466900nan
TW,TAIBEI,466920nan
TW,CHILUNG,466940nan
TW,PENGJIA YU(=589740),466950nan
TW,SUNGSHAN,466960nan
TW,TAOYUAN,466970nan
TW,HUA-LIEN CITY,466990nan
TW,SUAO MET STATION,467060nan
TW,ILAN CITY,467080nan
TW,DONGSHI,467300nan
TW,MAGONG,467340nan
TW,PENGHU ISLANDS,467350nan
TW,SHANG YI,467360nan
TW,BAKUAI/PA KUEI,467373nan
TW,PA KUEI/BAKUAI,467380nan
TW,KAOHSIUNG INTL,467400nan
TW,FENGNIN,467403nan
TW,TAINAN (=593580),467410nan
TW,BOGUS TAIWANESE,467425nan
TW,TAINAN,467430nan
TW,KAOHSIUNG,467440nan
TW,GANGSHAN,467450nan
TW,CHIAYI,467460nan
TW,DONGGANG (=595530),467470nan
TW,CHIAYI,467480nan
TW,TAICHUNG (=591580),467490nan
TW,PINGTUNG SOUTH,467500nan
TW,TAICHUNG,467510nan
TW,HENGCHUN,467520nan
TW,MOUNT ALISAN,467530nan
TW,DAWU,467540nan
TW,MOUNT MORRISON,467550nan
TW,HSINCHU,467560nan
TW,HSINCHU CITY,467570nan
TW,PINGTUNG NORTH,467580nan
TW,HENGCHUN (=595590),467590nan
TW,JHIHHANG,467600nan
TW,CHENG-KUNG,467610nan
TW,BOGUS TAIWANESE,467615nan
TW,LANYU,467620nan
TW,HUALIEN,467630nan
TW,ILAN,467640nan
TW,JOYUTANG,467650nan
TW,TAIDONG (=595620),467660nan
TW,LUNG TAN(TAFB),467690nan
TW,CHING CHUAN KANG AB,467700nan
TW,SHIH-KANG SOUTHEAST,467710nan
TW,CHIA TUNG,467720nan
TW,WU-CHI OBSERVATORY,467770nan
TW,LU-TAO,467800nan
TW,DONGSHA,468100nan
TW,PRATAS ISLAND,468110nan
TW,WOODY ISLAND PARACEL IS,469010nan
TW,NENSHA ISL(=599970),469020nan
TW,BOGUS TAIWANESE,469999nan
KN,SENBONG,470030nan
KN,SAMJIYON,470050nan
KN,CHONGJIN,470080nan
KN,CHUNGGANG,470140nan
KN,HYESAN,470160nan
KN,KANGGYE,470200nan
KN,PUNGSAN,470220nan
KN,KIMCHAEK/SONGJIN,470250nan
KN,SUPUNG,470280nan
KN,CHANGJIN,470310nan
CH,MEILAN,470311nan
CH,ZHENGDING,470312nan
KN,SINUIJU,470350nan
KN,KUSONG,470370nan
KN,BOGUS KOREAN,470380nan
KN,HUICHON,470390nan
KN,HAMHEUNG,470410nan
KN,BOGUS KOREAN,470420nan
KN,SINPO,470460nan
KN,ANJU,470500nan
KN,YANGDOK,470520nan
KN,WONSAN,470550nan
KN,PYONGYANG INTL,470580nan
KN,NAMPO,470600nan
KN,CHANGJON,470610nan
KN,SARIWON,470650nan
KS,HYUN NI (KOR-ARMY),470660nan
KN,SINGYE,470670nan
KN,RYONGYON,470680nan
KN,HAEJU,470690nan
KS,CHAJANG NI (K-ARMY),470699nan
KN,KAESONG,470700nan
KN,PYONGGANG,470750nan
KN,GEOJIN,470800nan
KS,SANGJU RANGE,470880nan
KS,SOKCHO,470900nan
KN,SOKCHO AIRPORT,470910nan
KS,YANGYANG INTL,470920nan
KS,CHEORWON,470950nan
KS,ICHEON,470970nan
KS,DONGDUCHEON,470980nan
KS,PAJU,470990nan
KS,DAEGWALLYEONG,471000nan
KS,CHUNCHEON,471010nan
KS,BAENGNYEONGDO,471020nan
KS,TAESONG-SAN,471025nan
KS,BAENGNYEONGDO AB,471030nan
KS,BOGUS KOREAN,471033nan
KS,YEONPYEUNGDO,471034nan
KS,A 306,471040nan
KS,GANGNEUNG,471050nan
KS,DONGHAE RADAR,471060nan
KS,H 207 HELIPORT,471064nan
KS,YEONGDONGRI,471065nan
KS,CAMP CASEY/TONGDUCH,471066nan
KS,PYORIP-SAN,471069nan
KS,GANGNEUNG,471070nan
KS,KEO JIN,471074nan
KS,SEOUL CITY,471080nan
KS,PYORIPSAN,471084nan
KS,PAEKADO,471085nan
KS,WOONG CHEON,471086nan
KS,SEOSAN AB,471087nan
KS,WHANG RYEONG,471094nan
KS,GIMPO,471100nan
KS,H 264 HELIPORT,471105nan
KS,SEOUL AB,471110nan
KS,KOON-NI RANGE,471115nan
KS,SUSAEK AERO,471116nan
KS,INCHEON,471120nan
KS,COMMAND POST TANGO,471125nan
KS,INCHEON INT'L AIRPORT,471130nan
KS,INCHEON INTL,471131nan
KS,WONJU,471140nan
KS,ULLEUNGDO,471150nan
KS,GWANAKSAN,471160nan
KS,KOREAN AF HQ,471165nan
KS,SINYONGSAN,471170nan
KS,WONJU AB,471180nan
KS,SUWON,471190nan
KS,SUWON,471200nan
KS,SV RI SAN,471204nan
KS,MAESANRI,471205nan
KS,SEOUL EAST(KOR-AFB),471207nan
KS,YEONGWOL,471210nan
KS,OSAN AB,471220nan
KS,KOTAR RANGE,471223nan
KS,SEONGMU,471240nan
KS,BAEGADO,471243nan
KS,JUNGWON AB,471250nan
KS,MANGILSAN,471260nan
KS,BOGUS KOREAN,471263nan
KS,A511/PYEONGTAEK,47127043216.0
KS,A 511 / DESIDERIO AAF-PYEONGTAEK / CAMP HUMPHREYS ROK,471270nan
KS,MANGILSAN (KOR-AFB),471275nan
KS,CHEONGJU INTL,471280nan
KS,CHOCH' IWON,471285nan
KS,SEOSAN,471290nan
KS,TAESONG-SAN,471299nan
KS,ULJIN,471300nan
KS,CHEONGJU,471310nan
KS,YEOJU RANGE,471315nan
KS,ANMYEONDO,471320nan
KS,TAEJON,471330nan
KS,YECHEON,471340nan
KS,KOJIN NI,471349nan
KS,CHUPUNGNYEONG,471350nan
KS,ANDONG,471360nan
KS,SANGJU,471370nan
KS,POHANG,471380nan
KS,SANGJU,471385nan
KS,POHANG,471390nan
KS,MOKPO,471395nan
KS,GUNSAN,471400nan
KS,JEON JU,471405nan
KS,KUNSAN AB,47141043219.0
KS,KUNSAN AB,471410nan
KS,DAEGU AB,471420nan
KS,CAMP WALKER (H-805),471425nan
KS,TAEGU ACC (KOR-AFB),471430nan
KS,OSUNGSAN,471440nan
KS,CHEONAN,471450nan
KS,JEONJU,471460nan
KS,GYERYONGDAE,471470nan
KS,BOGUS KOREAN,471475nan
KS,BOGUS KOREAN,471476nan
KS,MYONBONGSAN,471480nan
KS,SEOSAN AB,471490nan
KS,BORYEONG,471500nan
KS,ULSAN AIRPORT,471510nan
KS,ULSAN ARPT,471511nan
KS,ULSAN,471520nan
KS,GIMHAE INTL,471530nan
KS,GUMI,47154043213.0
KS,GUMI,471540nan
KS,CHANGWON,471550nan
KS,GWANGJU,471560nan
KS,GEOCHANG,471570nan
KS,CHINHAE (KOR-ARMY),471571nan
KS,GWANGJU,471580nan
KS,BUSAN,471590nan
KS,GUDEOKSAN,471600nan
KS,SACHEON AB,47161043240.0
KS,SACHEON AB,471610nan
KS,TONGYEONG,471620nan
KS,MUAN INTL AIRPORT,471630nan
KS,MOKPO,471650nan
KS,MOKPO AIRPORT,471660nan
KS,YEOSU,471670nan
KS,YEOSU,471680nan
KS,HEUKSANDO,471690nan
KS,WANDO,471700nan
KS,JEONGEUP,471710nan
KS,GOCHANG,471720nan
KS,NAMWON,471730nan
KS,SUNCHEON,471740nan
KS,JINDO RADAR,471750nan
KS,ULNEUNGDO,471790nan
KS,JEJU INTL,471820nan
KS,JEJU,471840nan
KS,GOSAN,47185043263.0
KS,GOSAN,471850nan
KS,MOSULPO (KOR-AFB),471870nan
KS,SEONGSAN,471880nan
KS,SEOGWIPO,471890nan
KS,IRI,471910nan
KS,JINJU,471920nan
KS,SONGMU (KOR-AFB)  &,471933nan
KS,YEONPYEONGDO,471963nan
KS,YONG JUNG-RI,471990nan
KS,YONG JUNG-RI,471999nan
JA,NAYORO-ON-HOKKAIDO,472020nan
JA,RISHIRI,472025nan
JA,ISHIKARINUMATA,472050nan
JA,TAKIKAWA,472070nan
JA,FURANO-ON-HOKKAIDO,472130nan
JA,YUBARI-ON-HOKKAIDO,472140nan
JA,KITAMI-ON-HOKKAIDO,472150nan
JA,NUKABIRA,472160nan
JA,OKUSHIRI,472185nan
JA,HIROSAKI-IN-TOHOKU,472310nan
JA,TAKANOSU-IN-TOHOKU,472330nan
JA,YOKOTE,472390nan
JA,OBANAZAWA,472560nan
JA,ICHINOSEKI,472590nan
JA,TADAMI-IN-TOHOKU,472630nan
JA,YONEZAWA-IN-TOHOKU,472660nan
JA,KORIYAMA-IN-TOHOKU,472680nan
JA,NAGAOKA-IN-CHUBU,472720nan
JA,TONAMI-IN-CHUBU,472760nan
JA,IKARI,472900nan
JA,OTAWARA,472970nan
JA,ONO-IN-CHUBU,473020nan
JA,SHIROTORI-IN-CHUBU,473040nan
JA,MITAKE,473070nan
JA,HAGIWARA-IN-CHUBU,473080nan
JA,ENA-IN-CHUBU,473120nan
JA,MIYAGAWA-IN-KANSAI,473250nan
JA,SHOBARA-IN-CHUGOKU,473460nan
JA,IKOMAYANA,473530nan
JA,OZU-ON-SHIKOKU,473620nan
JA,WAKKANAI,474010nan
JA,KITAMIESASHI,474020nan
JA,YAGISHIRITO (LGT-H),474030nan
JA,HABORO,474040nan
JA,OMU,474050nan
JA,RUMOI,474060nan
JA,ASAHIKAWA,474070nan
JA,ABASHIRI,474090nan
JA,OTARU,474110nan
JA,SAPPORO,474120nan
JA,IWAMIZAWA,474130nan
JA,SAPPORO/KENASHIYAMA,474150nan
JA,OBIHIRO,474170nan
JA,KUSHIRO/KENEBETSU,474180nan
JA,NEMURO,474200nan
JA,SUTTSU,474210nan
JA,MURORAN/YAKUMO,474230nan
JA,TOMAKOMAI,474240nan
JA,NEW CHITOSE,474250nan
JA,URAKAWA,474260nan
JA,ERIMO (CAPE/LGT-H),474270nan
JA,ESASHI,474280nan
JA,MORI,474290nan
JA,HAKODATE,474300nan
JA,ESAN (CAPE/LGT-H),474310nan
JA,HAKODATE/YOKOTSUDAKE,474320nan
JA,KUTCHAN,474330nan
JA,CHITOSE,474340nan
JA,MOMBETSU,474350nan
JA,HIROO,474400nan
JA,WAKKANAI,474410nan
JA,REBUN ISLAND,474415nan
JA,AONAE (LGT-H),474510nan
JA,SHAKOTAN (CAPE/LH),474520nan
JA,RISHIRI AIRPORT,474720nan
JA,MONBETSU,474740nan
JA,ASAHIKAWA,474760nan
JA,ASAHIKAWA,474770nan
JA,BOGUS JAPANESE,474780nan
JA,SAPPORO,474790nan
JA,MEMAMBETSU,474800nan
JA,MEMANBETSU,474810nan
JA,NAKASHIBETSU,474830nan
JA,NEW CHITOSE AIRPORT,474870nan
JA,HAKODATE,474880nan
JA,KUSHIRO,474890nan
JA,OBIHIRO,474900nan
JA,TOKACHI,474905nan
JA,WAJIMA,475000nan
JA,OFUNATO,475120nan
JA,OJIKA,475125nan
JA,HACHINOHE,475150nan
JA,OMINATO (JASDF),475160nan
JA,OMINATO,475170nan
JA,SHINJO,475200nan
JA,AOMORI,475420nan
JA,AKITA,475450nan
JA,HANAMAKI,475490nan
JA,YAMAGATA,475530nan
JA,FUKUSHIMA,475570nan
JA,KASUMINOME (JASDF),475670nan
JA,SENDAI,475690nan
JA,WAKAMATSU,475700nan
JA,NIIGATA/YAHIKOYAMA,475720nan
JA,NIIGATA AIRPORT,47573043318.0
JA,NIIGATA,475730nan
JA,FUKAURA,475740nan
JA,AOMORI,475750nan
JA,MUTSU,475760nan
JA,SHIRIYA POINT,475770nan
JA,MISAWA NAVAL AIR STATION,47580044402.0
JA,MISAWA AB,475800nan
JA,MISAWA (USAF),475805nan
JA,HACHINOHE,475810nan
JA,AKITA,475820nan
JA,ODATE NOSHIRO,475830nan
JA,MORIOKA,475840nan
JA,MIYAKO,475850nan
JA,TODOGA (LGT-H),475860nan
JA,SAKATA,475870nan
JA,SHONAI,475874nan
JA,YAMAGATA,475880nan
JA,SENDAI,475900nan
JA,MATSUSHIMA,475910nan
JA,ISHINOMAKI,475920nan
JA,KINKASAN (LGT-H),475930nan
JA,FUKUSHIMA,475950nan
JA,FUKUSHIMA ARPT,475954nan
JA,SHIRAKAWA,475970nan
JA,ONAHAMA,475980nan
JA,SHIOY (LGT-H),475990nan
JA,WAJIMA,476000nan
JA,HEGURASHIMA (LGT-H),476010nan
JA,AIKAWA,476020nan
JA,HAJIKI (LGT-H),476030nan
JA,NIIGATA,476040nan
JA,KANAZAWA,476050nan
JA,FUSHIKI,476060nan
JA,TOYAMA,476070nan
JA,NAGANO,476100nan
JA,NAGANO/KURUMAYAMA,476110nan
JA,TAKADA,476120nan
JA,UTSUNOMIYA,476150nan
JA,FUKUI,476160nan
JA,TAKAYAMA,476170nan
JA,MATSUMOTO,476180nan
JA,SUWA,476200nan
JA,KARUIZAWA,476220nan
JA,MAEBASHI,476240nan
JA,KUMAGAYA,476260nan
JA,TSUKSBASAN (MOUNT),476270nan
JA,KAKIOKA,476280nan
JA,MITO,476290nan
JA,TSURUGA,476310nan
JA,GIFU,476320nan
JA,GIFU,476340nan
JA,CHUBU CENTRAIR INTL,476345nan
JA,NAGOYA,476350nan
JA,NAGOYA,476360nan
JA,IIDA,476370nan
JA,KOFU,476380nan
JA,FUJISAN,476390nan
JA,KAWAGUCHIKO,476400nan
JA,CHICHIBU,476410nan
JA,YOKOTA AB,47642043313.0
JA,YOKOTA AB,476420nan
JA,IRUMA,476430nan
JA,SOMAGAHARA (JGSDF) HELIPAD,476435nan
JA,KIYOSE,476440nan
JA,TATENO,476460nan
JA,CHOSHI,476480nan
JA,UENO,476490nan
JA,SEKI,476500nan
JA,TSU,476510nan
JA,IRAKO,476530nan
JA,HAMAMATSU,476540nan
JA,OMAEZAKI,476550nan
JA,SHIZUOKA,476560nan
JA,MISHIMA,476570nan
JA,SHIZUHAMA,476580nan
JA,TACHIKAWA (JASDF),476600nan
JA,KISARAZU AB,47661043321.0
JA,KISARAZU,476610nan
JA,TOKYO,476620nan
JA,OWASE,476630nan
JA,DAI (LGT-H),476650nan
JA,IROZAKI,476660nan
JA,AJIRO,476680nan
JA,YOKOHAMA,476700nan
JA,TOKYO INTL,476710nan
JA,ICHIGAYA,476713nan
JA,TATEYAMA,476720nan
JA,TOKISAKI,476730nan
JA,KATSUURA,476740nan
JA,AMAKUSA,476741nan
JA,NOTO,476742nan
JA,OSHIMA,476750nan
JA,NIIJIMA ISLAND,476760nan
JA,MIYAKEJIMA,476770nan
JA,HACHIJOJIMA,476780nan
JA,ATSUGI US NAVAL AIR STATION,47679043319.0
JA,ATSUGI NAS,476790nan
JA,ATSUGI (NWSED),476794nan
JA,KASTNER AAF / CAMP ZAMA JAPAN,476800nan
JA,HAMAMATSU,476810nan
JA,CHIBA,476820nan
JA,CHOFU AIRPORT,476830nan
JA,YOKKAICHI,476840nan
JA,MATSUSHIRO,476850nan
JA,NARITA INTL,476860nan
JA,TOKYO HELIPORT,476870nan
JA,TATEYAMA,476880nan
JA,NIKKO,476900nan
JA,UTSUNOMIYA,476920nan
JA,TOKYO/KASHIWA,476950nan
JA,YOKOSUKA NAVAL STATION,47696043323.0
JA,YOKOSUKA REG MET HQ,476965nan
JA,SADO,477000nan
JA,KOMATSU,477040nan
JA,FUKUI/TOJIMBO,477050nan
JA,FUKUI,477060nan
JA,TOYAMA,477070nan
JA,MATSUMOTO,477090nan
JA,HYAKURI,477150nan
JA,KASUMIGAURA (JASDF),477160nan
JA,FUJI (JASDF),477210nan
JA,SHIMOFUSA,477270nan
JA,AKENO (JASDF),477300nan
JA,OSHIMA,477350nan
JA,MIYAKEJIMA,477370nan
JA,HACHIJOJIMA,477380nan
JA,SHIZUOKA AIRPORT,477390nan
JA,OKI AIRPORT,477395nan
JA,SAIGO,477400nan
JA,MATSUE,477410nan
JA,SAKAI,477420nan
JA,MIHO,477430nan
JA,YONAGO,477440nan
JA,TOTTORI,477460nan
JA,TOYOOKA,477470nan
JA,TAJIMA,477473nan
JA,KYOGA (LGT-H),477480nan
JA,MAIZURU AB,477490nan
JA,MAIZURU,477500nan
JA,MAIZURU REG MET HQ,477505nan
JA,IBUKIYAMA MTN (AUT),477510nan
JA,MISHIMA (LGT-H),477530nan
JA,HAGI,477540nan
JA,HAMADA,477550nan
JA,TSUYAMA,477560nan
JA,KYOTO,477590nan
JA,HIKONE,477610nan
JA,SHIMONOSEKI,477620nan
JA,WOFU,477630nan
JA,IWAKUNI,47764043324.0
JA,AIRFIELD & HARBOR OPERATIONS,47764143324.0
JA,IWAKUNI MCAS,477641nan
JA,HIROSHIMA,477650nan
JA,KURE,477660nan
JA,KURE REG MET HQ,477665nan
JA,FUKUYAMA,477670nan
JA,OKAYAMA,477680nan
JA,HIMEJI,477690nan
JA,KOBE,477700nan
JA,OSAKA INTL,477710nan
JA,OSAKA,477720nan
JA,KANSAI INTL,477725nan
JA,OSAKA/TAKAYASUYAMA,477730nan
JA,KANSAI INTL,477740nan
JA,SUMOTO,477760nan
JA,WAKAYAMA,477770nan
JA,SHIONOMISAKI,477780nan
JA,YAO,477790nan
JA,NARA,477800nan
JA,NANKI SHIRAHAMA,477820nan
JA,IWAMI,477830nan
JA,YAMAGUCHI,477840nan
JA,YAMAGUCHI UBE,477860nan
JA,OZUKI,477870nan
JA,HOFU,477880nan
JA,HIROSHIMA,477890nan
JA,HIROSHIMANISHI,477895nan
JA,IZUMO,477900nan
JA,MATSUE/MISAKAYAMA,477910nan
JA,HIROSHIMA/HAIGAMINE,477920nan
JA,OKAYAMA,477930nan
JA,TOTTORI,477940nan
JA,TSUSHIMA,477990nan
JA,TSUSHIMA,477991nan
JA,IZUHARA,478000nan
JA,BOGUS JAPANESE,478010nan
JA,ASHIYA,478030nan
JA,HIRADO,478050nan
JA,FUKUOKA/SEFURISAN,478060nan
JA,FUKUOKA,478070nan
JA,FUKUOKA,478080nan
JA,IIZUKA,478090nan
JA,SAGA,478100nan
JA,NAVSTA,47811043285.0
JA,SASEBO,478110nan
JA,SASEBO,478120nan
JA,KAMIGOTO,478123nan
JA,OJIKA ISLAND,478124nan
JA,SASEBO REG MET HQ,478125nan
JA,SAGA,478130nan
JA,HITA,478140nan
JA,OITA,478150nan
JA,IKITSUKIJIMA,478160nan
JA,NAGASAKI,478170nan
JA,UNZENDAKE,478180nan
JA,KUMAMOTO,478190nan
JA,ASOSAN,478210nan
JA,NOBEOKA,478220nan
JA,AKUNE,478230nan
JA,HITOYOSHI,478240nan
JA,HOSOSHIMA (LGT-H),478250nan
JA,TSURIKAKE (LGT-H),478260nan
JA,KAGOSHIMA,478270nan
JA,MIYAKONOJO,478290nan
JA,MIYAZAKI,478300nan
JA,MAKURAZAKI,478310nan
JA,SATA (LGT-H),478320nan
JA,KANOYA,478330nan
JA,TOI (LGT-H),478340nan
JA,ABURATSU,478350nan
JA,YAKUSHIMA,478360nan
JA,TANEGASHIMA,478370nan
JA,USHIBUKA,478380nan
JA,TSUIKI,478400nan
JA,MESHIMA,478420nan
JA,FUKUE,478430nan
JA,FUKUE,478440nan
JA,KUSAGKISHIMA(LGT-H),478450nan
JA,GAJASHIMA (LGT-H),478460nan
JA,UCHINOURA,478490nan
JA,KANOYA,478500nan
JA,KAGOSHIMA,478510nan
JA,OITA,478520nan
JA,KITAKYUSHU,478530nan
JA,NYUTABARU,478540nan
JA,NAGASAKI,478550nan
JA,KUMAMOTO,478560nan
JA,MIYAZAKI,478570nan
JA,IKI,478580nan
JA,OMURA AB,478590nan
JA,METABARU (JASDF),478600nan
JA,TANEGASHIMA/NAKATANE,478690nan
JA,TANEGASHIMA,478700nan
JA,AMAMI,478720nan
JA,KIKAI,478724nan
JA,TAKAMATSU,478800nan
JA,TOKUSHIMA,478810nan
JA,MATSUYAMA,478820nan
JA,KOCHI,478830nan
JA,KOMATSUJIMA (JASDF),478840nan
JA,SHIMIZU,478850nan
JA,SADA (LGT-H),478860nan
JA,MATSUYAMA,478870nan
JA,BOGUS JAPANESE,478880nan
JA,TADOTSU,478900nan
JA,TAKAMATSU,478910nan
